epoch,lr-Adam/background,lr-Adam/geometry,step,train/grad_norm,train/loss_opaque,train/loss_orient,train/loss_sds,train/loss_sparsity,train/max_step,train/min_step,train_params/lambda_opaque,train_params/lambda_orient,train_params/lambda_sds,train_params/lambda_sparsity
0,,,48,8.588366508483887,0.19660495221614838,0.01822086237370968,36.88002014160156,0.2923009991645813,980.0,20.0,0.0,19.503999710083008,1.0,1.0
,0.001,0.01,49,,,,,,,,,,,
0,,,49,23.684022903442383,0.10147033631801605,0.01710028387606144,280.46649169921875,0.19331824779510498,980.0,20.0,0.0,19.70199966430664,1.0,1.0
,0.001,0.01,50,,,,,,,,,,,
0,,,50,26.882020950317383,0.13016478717327118,0.017244601622223854,361.3215026855469,0.22224541008472443,980.0,20.0,0.0,19.899999618530273,1.0,1.0
,0.001,0.01,51,,,,,,,,,,,
0,,,51,9.546554565429688,0.1698145866394043,0.017340777441859245,45.56835174560547,0.26205509901046753,980.0,20.0,0.0,20.097999572753906,1.0,1.0
,0.001,0.01,52,,,,,,,,,,,
0,,,52,5.288978099822998,0.23546120524406433,0.02051953412592411,13.986644744873047,0.3458043336868286,980.0,20.0,0.0,20.29599952697754,1.0,1.0
,0.001,0.01,53,,,,,,,,,,,
0,,,53,15.396672248840332,0.1619834303855896,0.020505528897047043,118.52876281738281,0.2639095187187195,980.0,20.0,0.0,20.493999481201172,1.0,1.0
,0.001,0.01,54,,,,,,,,,,,
0,,,54,10.005936622619629,0.17166264355182648,0.017331114038825035,50.05937957763672,0.2634793519973755,980.0,20.0,0.0,20.691999435424805,1.0,1.0
,0.001,0.01,55,,,,,,,,,,,
0,,,55,3.680093765258789,0.18412956595420837,0.017837919294834137,6.771544933319092,0.2729305922985077,980.0,20.0,0.0,20.889999389648438,1.0,1.0
,0.001,0.01,56,,,,,,,,,,,
0,,,56,22.221649169921875,0.20477509498596191,0.022892875596880913,246.90084838867188,0.35559797286987305,980.0,20.0,0.0,21.08799934387207,1.0,1.0
,0.001,0.01,57,,,,,,,,,,,
0,,,57,35.46961975097656,0.22528231143951416,0.021080056205391884,629.0469970703125,0.35375648736953735,980.0,20.0,0.0,21.285999298095703,1.0,1.0
,0.001,0.01,58,,,,,,,,,,,
0,,,58,35.876651763916016,0.09264157712459564,0.017318427562713623,643.567138671875,0.1841888278722763,980.0,20.0,0.0,21.483999252319336,1.0,1.0
,0.001,0.01,59,,,,,,,,,,,
0,,,59,25.21288299560547,0.15411072969436646,0.01677895523607731,317.8447265625,0.23997166752815247,980.0,20.0,0.0,21.68199920654297,1.0,1.0
,0.001,0.01,60,,,,,,,,,,,
0,,,60,30.036182403564453,0.23674532771110535,0.02048436924815178,451.08612060546875,0.3545171320438385,980.0,20.0,0.0,21.8799991607666,1.0,1.0
,0.001,0.01,61,,,,,,,,,,,
0,,,61,163.1455535888672,0.1088818684220314,0.017315223813056946,13308.236328125,0.1990455985069275,980.0,20.0,0.0,22.077999114990234,1.0,1.0
,0.001,0.01,62,,,,,,,,,,,
0,,,62,28.006370544433594,0.15262168645858765,0.01768137328326702,392.1783752441406,0.24265466630458832,980.0,20.0,0.0,22.275999069213867,1.0,1.0
,0.001,0.01,63,,,,,,,,,,,
0,,,63,123.99366760253906,0.10510174930095673,0.017908914014697075,7687.21484375,0.19609634578227997,980.0,20.0,0.0,22.474000930786133,1.0,1.0
,0.001,0.01,64,,,,,,,,,,,
0,,,64,20.026317596435547,0.18238231539726257,0.017235858365893364,200.52670288085938,0.2679717242717743,980.0,20.0,0.0,22.672000885009766,1.0,1.0
,0.001,0.01,65,,,,,,,,,,,
0,,,65,39.37022399902344,0.24273549020290375,0.02327459119260311,775.00732421875,0.43215084075927734,980.0,20.0,0.0,22.8700008392334,1.0,1.0
,0.001,0.01,66,,,,,,,,,,,
0,,,66,22.565025329589844,0.19994455575942993,0.018711695447564125,254.59017944335938,0.28823769092559814,980.0,20.0,0.0,23.06800079345703,1.0,1.0
,0.001,0.01,67,,,,,,,,,,,
0,,,67,27.975513458251953,0.2165031135082245,0.021336831152439117,391.314697265625,0.3394761383533478,980.0,20.0,0.0,23.266000747680664,1.0,1.0
,0.001,0.01,68,,,,,,,,,,,
0,,,68,8.588454246520996,0.11909177899360657,0.020666787400841713,36.880775451660156,0.2168813943862915,980.0,20.0,0.0,23.464000701904297,1.0,1.0
,0.001,0.01,69,,,,,,,,,,,
0,,,69,9.244958877563477,0.16857753694057465,0.022024137899279594,42.73463439941406,0.29899001121520996,980.0,20.0,0.0,23.66200065612793,1.0,1.0
,0.001,0.01,70,,,,,,,,,,,
0,,,70,48.67734909057617,0.2083360254764557,0.017955083400011063,1184.7423095703125,0.29930615425109863,980.0,20.0,0.0,23.860000610351562,1.0,1.0
,0.001,0.01,71,,,,,,,,,,,
0,,,71,124.33086395263672,0.2800399661064148,0.02262219227850437,7729.08203125,0.425891637802124,980.0,20.0,0.0,24.058000564575195,1.0,1.0
,0.001,0.01,72,,,,,,,,,,,
0,,,72,21.46405601501465,0.1362181305885315,0.019059645012021065,230.35284423828125,0.22638800740242004,980.0,20.0,0.0,24.256000518798828,1.0,1.0
,0.001,0.01,73,,,,,,,,,,,
0,,,73,140.96043395996094,0.19590383768081665,0.018957490101456642,9934.9228515625,0.2894640564918518,980.0,20.0,0.0,24.45400047302246,1.0,1.0
,0.001,0.01,74,,,,,,,,,,,
0,,,74,42.740234375,0.14393296837806702,0.01793656498193741,913.36376953125,0.23412148654460907,980.0,20.0,0.0,24.652000427246094,1.0,1.0
,0.001,0.01,75,,,,,,,,,,,
0,,,75,34.01976776123047,0.21481266617774963,0.018275361508131027,578.6722412109375,0.3060573935508728,980.0,20.0,0.0,24.850000381469727,1.0,1.0
,0.001,0.01,76,,,,,,,,,,,
0,,,76,28.443254470825195,0.17317435145378113,0.017732447013258934,404.50933837890625,0.25940924882888794,980.0,20.0,0.0,25.04800033569336,1.0,1.0
,0.001,0.01,77,,,,,,,,,,,
0,,,77,151.8109588623047,0.2616272270679474,0.020792152732610703,11523.283203125,0.39205503463745117,980.0,20.0,0.0,25.246000289916992,1.0,1.0
,0.001,0.01,78,,,,,,,,,,,
0,,,78,3.134701728820801,0.16130778193473816,0.020312286913394928,4.913177490234375,0.26265349984169006,980.0,20.0,0.0,25.444000244140625,1.0,1.0
,0.001,0.01,79,,,,,,,,,,,
0,,,79,182.69337463378906,0.09827804565429688,0.017689496278762817,16688.43359375,0.18956148624420166,980.0,20.0,0.0,25.642000198364258,1.0,1.0
,0.001,0.01,80,,,,,,,,,,,
0,,,80,87.87928771972656,0.14980575442314148,0.01787458173930645,3861.384521484375,0.24034138023853302,980.0,20.0,0.0,25.84000015258789,1.0,1.0
,0.001,0.01,81,,,,,,,,,,,
0,,,81,234.86485290527344,0.14094871282577515,0.018210401758551598,27580.75,0.2285436987876892,980.0,20.0,0.0,26.038000106811523,1.0,1.0
,0.001,0.01,82,,,,,,,,,,,
0,,,82,171.92156982421875,0.23093123733997345,0.020220549777150154,14778.513671875,0.33888792991638184,980.0,20.0,0.0,26.236000061035156,1.0,1.0
,0.001,0.01,83,,,,,,,,,,,
0,,,83,5.45197868347168,0.1575736254453659,0.020954059436917305,14.862035751342773,0.2702920734882355,980.0,20.0,0.0,26.43400001525879,1.0,1.0
,0.001,0.01,84,,,,,,,,,,,
0,,,84,97.0116195678711,0.14109624922275543,0.020696168765425682,4705.62744140625,0.24774502217769623,980.0,20.0,0.0,26.631999969482422,1.0,1.0
,0.001,0.01,85,,,,,,,,,,,
0,,,85,46.69359588623047,0.19412854313850403,0.017830898985266685,1090.14599609375,0.2797670364379883,980.0,20.0,0.0,26.829999923706055,1.0,1.0
,0.001,0.01,86,,,,,,,,,,,
0,,,86,14.32253646850586,0.19143620133399963,0.02197973243892193,102.56753540039062,0.2989535927772522,980.0,20.0,0.0,27.027999877929688,1.0,1.0
,0.001,0.01,87,,,,,,,,,,,
0,,,87,108.23342895507812,0.1206590011715889,0.017916597425937653,5857.2373046875,0.2097557634115219,980.0,20.0,0.0,27.22599983215332,1.0,1.0
,0.001,0.01,88,,,,,,,,,,,
0,,,88,5.3782243728637695,0.23093120753765106,0.01804952509701252,14.462648391723633,0.3181825876235962,980.0,20.0,0.0,27.423999786376953,1.0,1.0
,0.001,0.01,89,,,,,,,,,,,
0,,,89,3.122631311416626,0.2540064752101898,0.02015938051044941,4.87541389465332,0.3623420000076294,980.0,20.0,0.0,27.621999740600586,1.0,1.0
,0.001,0.01,90,,,,,,,,,,,
0,,,90,123.18258666992188,0.14902187883853912,0.0177808478474617,7586.974609375,0.24062804877758026,980.0,20.0,0.0,27.81999969482422,1.0,1.0
,0.001,0.01,91,,,,,,,,,,,
0,,,91,122.62472534179688,0.19862650334835052,0.01803930476307869,7518.41162109375,0.28941553831100464,980.0,20.0,0.0,28.01799964904785,1.0,1.0
,0.001,0.01,92,,,,,,,,,,,
0,,,92,194.78797912597656,0.21137896180152893,0.0178487841039896,18971.177734375,0.29676711559295654,980.0,20.0,0.0,28.215999603271484,1.0,1.0
,0.001,0.01,93,,,,,,,,,,,
0,,,93,108.40338134765625,0.17969059944152832,0.017395224422216415,5875.646484375,0.2691560387611389,980.0,20.0,0.0,28.413999557495117,1.0,1.0
,0.001,0.01,94,,,,,,,,,,,
0,,,94,127.27449798583984,0.16617774963378906,0.02087441273033619,8099.3984375,0.2903963327407837,980.0,20.0,0.0,28.61199951171875,1.0,1.0
,0.001,0.01,95,,,,,,,,,,,
0,,,95,66.81295776367188,0.1695747673511505,0.01892957091331482,2231.98583984375,0.25927484035491943,980.0,20.0,0.0,28.809999465942383,1.0,1.0
,0.001,0.01,96,,,,,,,,,,,
0,,,96,3.4591619968414307,0.16766157746315002,0.018263088539242744,5.982899188995361,0.258176326751709,980.0,20.0,0.0,29.007999420166016,1.0,1.0
,0.001,0.01,97,,,,,,,,,,,
0,,,97,1.2427196502685547,0.0991535484790802,0.0179273821413517,0.7721759080886841,0.18976785242557526,980.0,20.0,0.0,29.20599937438965,1.0,1.0
,0.001,0.01,98,,,,,,,,,,,
0,,,98,149.78890991210938,0.1632997691631317,0.01766006462275982,11218.359375,0.25338834524154663,980.0,20.0,0.0,29.40399932861328,1.0,1.0
,0.001,0.01,99,,,,,,,,,,,
0,,,99,172.8253936767578,0.1159888505935669,0.017700474709272385,14934.30859375,0.20556385815143585,980.0,20.0,0.0,29.601999282836914,1.0,1.0
,0.001,0.01,100,,,,,,,,,,,
0,,,100,9.638751983642578,0.12806235253810883,0.01823769137263298,46.45276641845703,0.2195974588394165,980.0,20.0,0.0,29.799999237060547,1.0,1.0
,0.001,0.01,101,,,,,,,,,,,
0,,,101,7.599120616912842,0.1637095808982849,0.017258690670132637,28.873319625854492,0.25204455852508545,980.0,20.0,0.0,29.99799919128418,1.0,1.0
,0.001,0.01,102,,,,,,,,,,,
0,,,102,57.936561584472656,0.1979508101940155,0.02190300077199936,1678.322509765625,0.3313133120536804,980.0,20.0,0.0,30.195999145507812,1.0,1.0
,0.001,0.01,103,,,,,,,,,,,
0,,,103,122.72785186767578,0.30718228220939636,0.023394744843244553,7531.0625,0.47454264760017395,980.0,20.0,0.0,30.393999099731445,1.0,1.0
,0.001,0.01,104,,,,,,,,,,,
0,,,104,7.474311351776123,0.18107610940933228,0.01892027258872986,27.932662963867188,0.2734779417514801,980.0,20.0,0.0,30.591999053955078,1.0,1.0
,0.001,0.01,105,,,,,,,,,,,
0,,,105,147.78411865234375,0.15662117302417755,0.019395535811781883,10920.072265625,0.25254368782043457,980.0,20.0,0.0,30.790000915527344,1.0,1.0
,0.001,0.01,106,,,,,,,,,,,
0,,,106,40.02473449707031,0.1910661906003952,0.018214775249361992,800.9896850585938,0.2834286689758301,980.0,20.0,0.0,30.988000869750977,1.0,1.0
,0.001,0.01,107,,,,,,,,,,,
0,,,107,12.519104957580566,0.19398297369480133,0.017021289095282555,78.36399841308594,0.28022855520248413,980.0,20.0,0.0,31.18600082397461,1.0,1.0
,0.001,0.01,108,,,,,,,,,,,
0,,,108,9.362903594970703,0.26172906160354614,0.019139977172017097,43.83198547363281,0.353156179189682,980.0,20.0,0.0,31.384000778198242,1.0,1.0
,0.001,0.01,109,,,,,,,,,,,
0,,,109,137.6209716796875,0.23143270611763,0.022335117682814598,9469.765625,0.36383509635925293,980.0,20.0,0.0,31.582000732421875,1.0,1.0
,0.001,0.01,110,,,,,,,,,,,
0,,,110,161.9678955078125,0.13979369401931763,0.017742881551384926,13116.80078125,0.23061411082744598,980.0,20.0,0.0,31.780000686645508,1.0,1.0
,0.001,0.01,111,,,,,,,,,,,
0,,,111,9.315710067749023,0.2643136978149414,0.02288408763706684,43.39122772216797,0.42747360467910767,980.0,20.0,0.0,31.97800064086914,1.0,1.0
,0.001,0.01,112,,,,,,,,,,,
0,,,112,159.8278045654297,0.21453094482421875,0.022869130596518517,12772.4638671875,0.35184282064437866,980.0,20.0,0.0,32.17599868774414,1.0,1.0
,0.001,0.01,113,,,,,,,,,,,
0,,,113,12.078692436218262,0.11064791679382324,0.01770866848528385,72.9474105834961,0.2028474658727646,980.0,20.0,0.0,32.374000549316406,1.0,1.0
,0.001,0.01,114,,,,,,,,,,,
0,,,114,175.83689880371094,0.2103744000196457,0.02064569480717182,15459.3046875,0.3218224048614502,980.0,20.0,0.0,32.571998596191406,1.0,1.0
,0.001,0.01,115,,,,,,,,,,,
0,,,115,15.819289207458496,0.09764967858791351,0.017456743866205215,125.12495422363281,0.19041697680950165,980.0,20.0,0.0,32.77000045776367,1.0,1.0
,0.001,0.01,116,,,,,,,,,,,
0,,,116,21.57793426513672,0.19245262444019318,0.019367223605513573,232.8036346435547,0.29201799631118774,980.0,20.0,0.0,32.96799850463867,1.0,1.0
,0.001,0.01,117,,,,,,,,,,,
0,,,117,126.76924896240234,0.16599041223526,0.01824238896369934,8035.2216796875,0.26164183020591736,980.0,20.0,0.0,33.16600036621094,1.0,1.0
,0.001,0.01,118,,,,,,,,,,,
0,,,118,25.541378021240234,0.2540617883205414,0.02110489457845688,326.1809997558594,0.3754253387451172,980.0,20.0,0.0,33.36399841308594,1.0,1.0
,0.001,0.01,119,,,,,,,,,,,
0,,,119,165.32220458984375,0.18338409066200256,0.022524498403072357,13665.7158203125,0.33930444717407227,980.0,20.0,0.0,33.5620002746582,1.0,1.0
,0.001,0.01,120,,,,,,,,,,,
0,,,120,41.916744232177734,0.20746880769729614,0.0190040972083807,878.5067138671875,0.310717910528183,980.0,20.0,0.0,33.7599983215332,1.0,1.0
,0.001,0.01,121,,,,,,,,,,,
0,,,121,216.9813690185547,0.19748520851135254,0.02197939343750477,23540.45703125,0.32781243324279785,980.0,20.0,0.0,33.95800018310547,1.0,1.0
,0.001,0.01,122,,,,,,,,,,,
0,,,122,200.76834106445312,0.22127628326416016,0.020444361492991447,20153.96484375,0.3468676209449768,980.0,20.0,0.0,34.15599822998047,1.0,1.0
,0.001,0.01,123,,,,,,,,,,,
0,,,123,9.368925094604492,0.14125370979309082,0.016755344346165657,43.88837432861328,0.23117384314537048,980.0,20.0,0.0,34.354000091552734,1.0,1.0
,0.001,0.01,124,,,,,,,,,,,
0,,,124,239.64625549316406,0.11027804017066956,0.017323225736618042,28715.1640625,0.2039617896080017,980.0,20.0,0.0,34.551998138427734,1.0,1.0
,0.001,0.01,125,,,,,,,,,,,
0,,,125,198.034423828125,0.16502869129180908,0.017563357949256897,19608.81640625,0.26074397563934326,980.0,20.0,0.0,34.75,1.0,1.0
,0.001,0.01,126,,,,,,,,,,,
0,,,126,15.584714889526367,0.18161872029304504,0.021144190803170204,121.44166564941406,0.348535418510437,980.0,20.0,0.0,34.948001861572266,1.0,1.0
,0.001,0.01,127,,,,,,,,,,,
0,,,127,208.2517852783203,0.29507434368133545,0.02289452962577343,21684.40234375,0.46667057275772095,980.0,20.0,0.0,35.145999908447266,1.0,1.0
,0.001,0.01,128,,,,,,,,,,,
0,,,128,31.881446838378906,0.2277134507894516,0.01817486807703972,508.21331787109375,0.3338189125061035,980.0,20.0,0.0,35.34400177001953,1.0,1.0
,0.001,0.01,129,,,,,,,,,,,
0,,,129,177.85595703125,0.23410727083683014,0.017736846581101418,15816.37109375,0.3301851153373718,980.0,20.0,0.0,35.54199981689453,1.0,1.0
,0.001,0.01,130,,,,,,,,,,,
0,,,130,169.7581024169922,0.23773154616355896,0.022003911435604095,14408.9072265625,0.365936815738678,980.0,20.0,0.0,35.7400016784668,1.0,1.0
,0.001,0.01,131,,,,,,,,,,,
0,,,131,31.489212036132812,0.13248327374458313,0.017861340194940567,495.78521728515625,0.2277648150920868,980.0,20.0,0.0,35.9379997253418,1.0,1.0
,0.001,0.01,132,,,,,,,,,,,
0,,,132,256.75537109375,0.21761053800582886,0.024217728525400162,32961.65625,0.42231133580207825,980.0,20.0,0.0,36.13600158691406,1.0,1.0
,0.001,0.01,133,,,,,,,,,,,
0,,,133,62.98263931274414,0.22559183835983276,0.020668642595410347,1983.406494140625,0.3703152537345886,980.0,20.0,0.0,36.33399963378906,1.0,1.0
,0.001,0.01,134,,,,,,,,,,,
0,,,134,53.18012237548828,0.2188902199268341,0.018490009009838104,1414.062744140625,0.3154861032962799,980.0,20.0,0.0,36.53200149536133,1.0,1.0
,0.001,0.01,135,,,,,,,,,,,
0,,,135,108.69871520996094,0.09738980978727341,0.01747007481753826,5907.70556640625,0.19443939626216888,980.0,20.0,0.0,36.72999954223633,1.0,1.0
,0.001,0.01,136,,,,,,,,,,,
0,,,136,219.31993103027344,0.1166546642780304,0.018566889688372612,24050.6171875,0.21440011262893677,980.0,20.0,0.0,36.928001403808594,1.0,1.0
,0.001,0.01,137,,,,,,,,,,,
0,,,137,86.8613052368164,0.10085569322109222,0.01839173212647438,3772.443359375,0.19821445643901825,980.0,20.0,0.0,37.125999450683594,1.0,1.0
,0.001,0.01,138,,,,,,,,,,,
0,,,138,187.624755859375,0.17970266938209534,0.018547337502241135,17601.5234375,0.278804212808609,980.0,20.0,0.0,37.32400131225586,1.0,1.0
,0.001,0.01,139,,,,,,,,,,,
